Season,Team,Lg,Salary,player_id
1999-00,Sacramento Kings,NBA,"$1,310,400",stojape01
2000-01,Sacramento Kings,NBA,"$1,480,000",stojape01
2001-02,Sacramento Kings,NBA,"$5,000,000",stojape01
2002-03,Sacramento Kings,NBA,"$5,625,000",stojape01
2003-04,Sacramento Kings,NBA,"$6,250,000",stojape01
2004-05,Sacramento Kings,NBA,"$6,875,000",stojape01
2005-06,Sacramento Kings,NBA,"$7,500,000",stojape01
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$10,800,000",stojape01
2007-08,New Orleans Hornets,NBA,"$11,664,000",stojape01
2008-09,New Orleans Hornets,NBA,"$12,528,000",stojape01
2009-10,New Orleans Hornets,NBA,"$13,392,000",stojape01
2010-11,Toronto Raptors,NBA,"$14,896,000",stojape01
2010-11,Dallas Mavericks,NBA,"$636,320",stojape01
Career,(may be incomplete),,"$97,956,720",stojape01
