Season,Team,Lg,Salary,player_id
2010-11,Minnesota Timberwolves,NBA,"$3,726,600",johnswe01
2011-12,Minnesota Timberwolves,NBA,"$4,006,080",johnswe01
2012-13,Phoenix Suns,NBA,"$4,285,560",johnswe01
2013-14,Los Angeles Lakers,NBA,"$916,099",johnswe01
2014-15,Los Angeles Lakers,NBA,"$981,084",johnswe01
2015-16,Los Angeles Clippers,NBA,"$1,100,600",johnswe01
2016-17,Los Angeles Clippers,NBA,"$5,628,000",johnswe01
2017-18,Los Angeles Clippers,NBA,"$5,881,260",johnswe01
2018-19,Washington Wizards,NBA,"$6,134,520",johnswe01
Career,(may be incomplete),,"$32,659,803",johnswe01
