Season,Team,Lg,Salary,player_id
2018-19,Los Angeles Lakers,NBA,< $Minimum,willijo04
2019-20,Washington Wizards,NBA,"$106,181 (TW)",willijo04
Career,(may be incomplete),,"$106,181",willijo04
