Season,Team,Lg,Salary,player_id
1991-92,Charlotte Hornets,NBA,"$1,955,000",johnsla02
1992-93,Charlotte Hornets,NBA,"$2,540,000",johnsla02
1993-94,Charlotte Hornets,NBA,"$3,125,000",johnsla02
1994-95,Charlotte Hornets,NBA,"$3,710,000",johnsla02
1995-96,Charlotte Hornets,NBA,"$4,295,000",johnsla02
1996-97,New York Knicks,NBA,"$5,004,000",johnsla02
1997-98,New York Knicks,NBA,"$8,460,714",johnsla02
1998-99,New York Knicks,NBA,"$10,186,000",johnsla02
1999-00,New York Knicks,NBA,"$11,910,714",johnsla02
2000-01,New York Knicks,NBA,"$11,000,000",johnsla02
2001-02,New York Knicks,NBA,"$11,335,714",johnsla02
2002-03,New York Knicks,NBA,"$9,610,714",johnsla02
Career,(may be incomplete),,"$83,132,856",johnsla02
