Season,Team,Lg,Salary,player_id
2007-08,Chicago Bulls,NBA,"$427,163",grayaa01
2008-09,Chicago Bulls,NBA,"$711,517",grayaa01
2009-10,New Orleans Hornets,NBA,"$1,000,497",grayaa01
2010-11,New Orleans Hornets,NBA,"$1,028,840",grayaa01
2011-12,Toronto Raptors,NBA,"$2,500,000",grayaa01
2012-13,Toronto Raptors,NBA,"$2,575,000",grayaa01
2013-14,Toronto Raptors,NBA,"$2,690,875",grayaa01
2014-15,Detroit Pistons,NBA,"$1,227,985",grayaa01
2015-16,Detroit Pistons,NBA,"$452,059",grayaa01
2016-17,Detroit Pistons,NBA,"$452,059",grayaa01
Career,(may be incomplete),,"$13,065,995",grayaa01
