Season,Team,Lg,Salary,player_id
2005-06,Milwaukee Bucks,NBA,"$398,762",ilyaser01
2006-07,Milwaukee Bucks,NBA,"$664,209",ilyaser01
2009-10,Milwaukee Bucks,NBA,"$2,100,000",ilyaser01
2010-11,Milwaukee Bucks,NBA,"$2,320,500",ilyaser01
2011-12,Milwaukee Bucks,NBA,"$2,541,000",ilyaser01
2012-13,Milwaukee Bucks,NBA,"$7,900,000",ilyaser01
2013-14,Milwaukee Bucks,NBA,"$7,900,000",ilyaser01
2014-15,Detroit Pistons,NBA,"$7,900,000",ilyaser01
2015-16,Orlando Magic,NBA,"$7,900,000",ilyaser01
2016-17,Atlanta Hawks,NBA,"$8,400,000",ilyaser01
2017-18,Atlanta Hawks,NBA,"$5,434,282",ilyaser01
2017-18,Philadelphia 76ers,NBA,"$357,454",ilyaser01
2018-19,Milwaukee Bucks,NBA,"$7,000,000",ilyaser01
2019-20,Milwaukee Bucks,NBA,"$7,000,000",ilyaser01
2020-21,Utah Jazz,NBA,"$754,783",ilyaser01
2021-22,Chicago Bulls,NBA,"$151,821",ilyaser01
Career,(may be incomplete),,"$68,722,811",ilyaser01
