Season,Team,Lg,Salary,player_id
2005-06,Toronto Raptors,NBA,"$2,190,000",caldejo01
2006-07,Toronto Raptors,NBA,"$2,333,334",caldejo01
2007-08,Toronto Raptors,NBA,"$2,471,604",caldejo01
2008-09,Toronto Raptors,NBA,"$7,438,018",caldejo01
2009-10,Toronto Raptors,NBA,"$8,219,009",caldejo01
2010-11,Toronto Raptors,NBA,"$9,000,000",caldejo01
2011-12,Toronto Raptors,NBA,"$9,780,992",caldejo01
2012-13,Detroit Pistons,NBA,"$11,046,591",caldejo01
2013-14,Dallas Mavericks,NBA,"$6,791,570",caldejo01
2014-15,New York Knicks,NBA,"$7,097,191",caldejo01
2015-16,New York Knicks,NBA,"$7,402,812",caldejo01
2016-17,Los Angeles Lakers,NBA,"$7,708,427",caldejo01
2016-17,Atlanta Hawks,NBA,"$392,478",caldejo01
2017-18,Cleveland Cavaliers,NBA,"$1,471,382",caldejo01
2018-19,Detroit Pistons,NBA,"$2,393,887",caldejo01
Career,(may be incomplete),,"$85,737,295",caldejo01
