Season,Team,Lg,Salary,player_id
1987-88,San Antonio Spurs,NBA,"$175,000",gudmupe01
1988-89,San Antonio Spurs,NBA,"$275,000",gudmupe01
Career,(may be incomplete),,"$450,000",gudmupe01
