Season,Team,Lg,Salary,player_id
2017-18,Utah Jazz,NBA,"$2,621,280",mitchdo01
2018-19,Utah Jazz,NBA,"$3,111,480",mitchdo01
2019-20,Utah Jazz,NBA,"$3,635,760",mitchdo01
2020-21,Utah Jazz,NBA,"$5,195,501",mitchdo01
2021-22,Utah Jazz,NBA,"$28,103,500",mitchdo01
Career,(may be incomplete),,"$42,667,521",mitchdo01
