Season,Team,Lg,Salary,player_id
1984-85,Los Angeles Lakers,NBA,"$325,000",coopemi01
1985-86,Los Angeles Lakers,NBA,"$366,000",coopemi01
1987-88,Los Angeles Lakers,NBA,"$676,500",coopemi01
Career,(may be incomplete),,"$1,367,500",coopemi01
