Season,Team,Lg,Salary,player_id
2004-05,Atlanta Hawks,NBA,"$2,490,360",childjo01
2005-06,Atlanta Hawks,NBA,"$2,677,200",childjo01
2006-07,Atlanta Hawks,NBA,"$2,863,920",childjo01
2007-08,Atlanta Hawks,NBA,"$3,631,449",childjo01
2010-11,Phoenix Suns,NBA,"$6,500,000",childjo01
2011-12,Phoenix Suns,NBA,"$6,000,000",childjo01
2012-13,Phoenix Suns,NBA,"$7,000,000",childjo01
2012-13,Brooklyn Nets,NBA,"$377,474",childjo01
2014-15,Phoenix Suns,NBA,"$7,317,500",childjo01
Career,(may be incomplete),,"$38,857,903",childjo01
