Season,Team,Lg,Salary,player_id
2016-17,Chicago Bulls,NBA,"$750,000",zipsepa01
2017-18,Chicago Bulls,NBA,"$1,312,611",zipsepa01
Career,(may be incomplete),,"$2,062,611",zipsepa01
