Season,Team,Lg,Salary,player_id
2012-13,Dallas Mavericks,NBA,"$1,156,320",cunnija01
2013-14,Atlanta Hawks,NBA,"$1,208,400",cunnija01
2015-16,Orlando Magic,NBA,"$981,348",cunnija01
2015-16,Milwaukee Bucks,NBA,"$57,726",cunnija01
Career,(may be incomplete),,"$3,403,794",cunnija01
