Season,Team,Lg,Salary,player_id
1991-92,Sacramento Kings,NBA,"$210,000",brownra02
1992-93,Sacramento Kings,NBA,"$250,000",brownra02
1993-94,Sacramento Kings,NBA,"$597,000",brownra02
1994-95,Sacramento Kings,NBA,"$700,000",brownra02
1995-96,Chicago Bulls,NBA,"$900,000",brownra02
1996-97,Chicago Bulls,NBA,"$1,300,000",brownra02
1997-98,Chicago Bulls,NBA,"$1,260,000",brownra02
1998-99,Chicago Bulls,NBA,"$1,320,000",brownra02
1999-00,Chicago Bulls,NBA,"$1,200,000",brownra02
2000-01,Boston Celtics,NBA,"$2,250,000",brownra02
2001-02,Boston Celtics,NBA,"$2,475,000",brownra02
2002-03,Phoenix Suns,NBA,"$2,700,000",brownra02
Career,(may be incomplete),,"$15,162,000",brownra02
