Season,Team,Lg,Salary,player_id
2000-01,Cleveland Cavaliers,NBA,"$1,923,600",mihmch01
2001-02,Cleveland Cavaliers,NBA,"$2,067,960",mihmch01
2002-03,Cleveland Cavaliers,NBA,"$2,212,200",mihmch01
2003-04,Boston Celtics,NBA,"$2,809,494",mihmch01
2004-05,Los Angeles Lakers,NBA,"$3,371,393",mihmch01
2005-06,Los Angeles Lakers,NBA,"$3,792,817",mihmch01
2006-07,Los Angeles Lakers,NBA,"$4,214,241",mihmch01
2007-08,Los Angeles Lakers,NBA,"$2,500,000",mihmch01
2008-09,Memphis Grizzlies,NBA,"$2,500,000",mihmch01
Career,(may be incomplete),,"$25,391,705",mihmch01
