Season,Team,Lg,Salary,player_id
2018-19,Houston Rockets,NBA,"$137,376",chiozch01
2019-20,Brooklyn Nets,NBA,< $Minimum,chiozch01
2020-21,Brooklyn Nets,NBA,< $Minimum,chiozch01
2021-22,Golden State Warriors,NBA,< $Minimum,chiozch01
Career,(may be incomplete),,"$137,376",chiozch01
