Season,Team,Lg,Salary,player_id
1992-93,Washington Bullets,NBA,"$140,000",overtdo01
1993-94,Washington Bullets,NBA,"$500,000",overtdo01
1994-95,Washington Bullets,NBA,"$550,000",overtdo01
1995-96,Denver Nuggets,NBA,"$600,000",overtdo01
1996-97,Philadelphia 76ers,NBA,"$247,500",overtdo01
1997-98,Philadelphia 76ers,NBA,"$326,700",overtdo01
1998-99,Philadelphia 76ers,NBA,"$600,000",overtdo01
1999-00,Boston Celtics,NBA,"$492,000",overtdo01
1999-00,Philadelphia 76ers,NBA,"$100,000",overtdo01
2000-01,Boston Celtics,NBA,"$548,500",overtdo01
2003-04,Los Angeles Clippers,NBA,"$591,454",overtdo01
2003-04,New Jersey Nets,NBA,"$104,390",overtdo01
Career,(may be incomplete),,"$4,800,544",overtdo01
