Season,Team,Lg,Salary,player_id
2018-19,Dallas Mavericks,NBA,"$6,560,640",doncilu01
2019-20,Dallas Mavericks,NBA,"$7,683,360",doncilu01
2020-21,Dallas Mavericks,NBA,"$8,049,360",doncilu01
2021-22,Dallas Mavericks,NBA,"$10,174,391",doncilu01
Career,(may be incomplete),,"$32,467,751",doncilu01
