Season,Team,Lg,Salary,player_id
1991-92,New Jersey Nets,NBA,"$150,000",leedo01
1992-93,New Jersey Nets,NBA,"$125,000",leedo01
1994-95,Sacramento Kings,NBA,"$150,000",leedo01
Career,(may be incomplete),,"$425,000",leedo01
