Season,Team,Lg,Salary,player_id
2010-11,Philadelphia 76ers,NBA,"$4,602,720",turneev01
2011-12,Philadelphia 76ers,NBA,"$4,947,840",turneev01
2012-13,Philadelphia 76ers,NBA,"$5,293,080",turneev01
2013-14,Philadelphia 76ers,NBA,"$6,679,867",turneev01
2014-15,Boston Celtics,NBA,"$3,278,000",turneev01
2015-16,Boston Celtics,NBA,"$3,425,510",turneev01
2016-17,Portland Trail Blazers,NBA,"$16,393,443",turneev01
2017-18,Portland Trail Blazers,NBA,"$17,131,148",turneev01
2018-19,Portland Trail Blazers,NBA,"$17,868,853",turneev01
2019-20,Minnesota Timberwolves,NBA,"$18,606,557",turneev01
Career,(may be incomplete),,"$98,227,018",turneev01
