Season,Team,Lg,Salary,player_id
1999-00,Houston Rockets,NBA,"$823,440",thomake01
2000-01,Houston Rockets,NBA,"$885,120",thomake01
2001-02,Houston Rockets,NBA,"$946,920",thomake01
2002-03,Philadelphia 76ers,NBA,"$1,557,684",thomake01
2003-04,Philadelphia 76ers,NBA,"$5,500,000",thomake01
2004-05,Philadelphia 76ers,NBA,"$6,000,000",thomake01
2005-06,Sacramento Kings,NBA,"$6,500,000",thomake01
2006-07,Sacramento Kings,NBA,"$7,187,500",thomake01
2007-08,Sacramento Kings,NBA,"$7,875,000",thomake01
2008-09,Sacramento Kings,NBA,"$8,562,500",thomake01
2009-10,Sacramento Kings,NBA,"$8,775,000",thomake01
Career,(may be incomplete),,"$54,613,164",thomake01
