Season,Team,Lg,Salary,player_id
2013-14,Minnesota Timberwolves,NBA,"$1,352,640",dienggo01
2014-15,Minnesota Timberwolves,NBA,"$1,413,480",dienggo01
2015-16,Minnesota Timberwolves,NBA,"$1,474,440",dienggo01
2016-17,Minnesota Timberwolves,NBA,"$2,348,783",dienggo01
2017-18,Minnesota Timberwolves,NBA,"$14,112,360",dienggo01
2018-19,Minnesota Timberwolves,NBA,"$15,170,787",dienggo01
2019-20,Memphis Grizzlies,NBA,"$16,229,213",dienggo01
2020-21,Memphis Grizzlies,NBA,"$16,587,688",dienggo01
2020-21,San Antonio Spurs,NBA,"$1,000,000",dienggo01
2021-22,Atlanta Hawks,NBA,"$4,000,000",dienggo01
Career,(may be incomplete),,"$73,689,391",dienggo01
