Season,Team,Lg,Salary,player_id
2011-12,Utah Jazz,NBA,"$4,133,280",kanteen01
2012-13,Utah Jazz,NBA,"$4,443,360",kanteen01
2013-14,Utah Jazz,NBA,"$4,505,280",kanteen01
2014-15,Oklahoma City Thunder,NBA,"$5,694,674",kanteen01
2015-16,Oklahoma City Thunder,NBA,"$16,400,000",kanteen01
2016-17,Oklahoma City Thunder,NBA,"$17,145,838",kanteen01
2017-18,New York Knicks,NBA,"$20,566,802",kanteen01
2018-19,New York Knicks,NBA,"$18,622,514",kanteen01
2018-19,Portland Trail Blazers,NBA,"$653,556",kanteen01
2019-20,Boston Celtics,NBA,"$4,767,000",kanteen01
2020-21,Portland Trail Blazers,NBA,"$5,005,350",kanteen01
2021-22,Houston Rockets,NBA,"$2,641,691",kanteen01
Career,(may be incomplete),,"$104,579,345",kanteen01
