Season,Team,Lg,Salary,player_id
2013-14,Houston Rockets,NBA,"$570,515",canaais01
2014-15,Philadelphia 76ers,NBA,"$816,482",canaais01
2015-16,Philadelphia 76ers,NBA,"$947,276",canaais01
2016-17,Chicago Bulls,NBA,"$1,015,696",canaais01
2017-18,Phoenix Suns,NBA,"$997,547",canaais01
2017-18,Chicago Bulls,NBA,"$200,000",canaais01
2017-18,Houston Rockets,NBA,"$53,465",canaais01
2018-19,Phoenix Suns,NBA,"$456,733",canaais01
2018-19,Minnesota Timberwolves,NBA,"$198,580",canaais01
2018-19,Milwaukee Bucks,NBA,"$99,290",canaais01
Career,(may be incomplete),,"$5,355,584",canaais01
