Season,Team,Lg,Salary,player_id
2004-05,Atlanta Hawks,NBA,"$425,000",iveyro01
2005-06,Atlanta Hawks,NBA,"$641,748",iveyro01
2006-07,Atlanta Hawks,NBA,"$744,551",iveyro01
2007-08,Milwaukee Bucks,NBA,"$826,046",iveyro01
2008-09,Philadelphia 76ers,NBA,"$854,957",iveyro01
2009-10,Milwaukee Bucks,NBA,"$1,050,000",iveyro01
2010-11,Oklahoma City Thunder,NBA,"$1,200,000",iveyro01
2011-12,Oklahoma City Thunder,NBA,"$1,200,000",iveyro01
2012-13,Philadelphia 76ers,NBA,"$1,223,166",iveyro01
Career,(may be incomplete),,"$8,165,468",iveyro01
