Season,Team,Lg,Salary,player_id
2013-14,Phoenix Suns,NBA,"$3,492,720",lenal01
2014-15,Phoenix Suns,NBA,"$3,649,920",lenal01
2015-16,Phoenix Suns,NBA,"$3,807,120",lenal01
2016-17,Phoenix Suns,NBA,"$4,823,621",lenal01
2017-18,Phoenix Suns,NBA,"$4,187,599",lenal01
2018-19,Atlanta Hawks,NBA,"$4,350,000",lenal01
2019-20,Sacramento Kings,NBA,"$4,160,000",lenal01
2020-21,Toronto Raptors,NBA,"$2,258,000",lenal01
2020-21,Washington Wizards,NBA,"$1,265,372",lenal01
2021-22,Sacramento Kings,NBA,"$3,732,000",lenal01
Career,(may be incomplete),,"$35,726,352",lenal01
