Season,Team,Lg,Salary,player_id
2018-19,San Antonio Spurs,NBA,"$2,357,160",walkelo01
2019-20,San Antonio Spurs,NBA,"$2,760,480",walkelo01
2020-21,San Antonio Spurs,NBA,"$2,892,000",walkelo01
2021-22,San Antonio Spurs,NBA,"$4,447,896",walkelo01
Career,(may be incomplete),,"$12,457,536",walkelo01
