Season,Team,Lg,Salary,player_id
2000-01,Philadelphia 76ers,NBA,"$936,000",claxtsp01
2001-02,Philadelphia 76ers,NBA,"$1,006,200",claxtsp01
2002-03,San Antonio Spurs,NBA,"$1,076,400",claxtsp01
2003-04,Golden State Warriors,NBA,"$3,000,000",claxtsp01
2004-05,Golden State Warriors,NBA,"$3,300,000",claxtsp01
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$3,600,000",claxtsp01
2006-07,Atlanta Hawks,NBA,"$6,854,546",claxtsp01
2007-08,Atlanta Hawks,NBA,"$6,306,182",claxtsp01
2008-09,Atlanta Hawks,NBA,"$5,757,818",claxtsp01
2009-10,Golden State Warriors,NBA,"$5,209,454",claxtsp01
Career,(may be incomplete),,"$37,046,600",claxtsp01
