Season,Team,Lg,Salary,player_id
1984-85,Atlanta Hawks,NBA,"$460,000",wilkido01
1985-86,Atlanta Hawks,NBA,"$585,000",wilkido01
1986-87,Atlanta Hawks,NBA,"$1,100,000",wilkido01
1987-88,Atlanta Hawks,NBA,"$1,460,000",wilkido01
1988-89,Atlanta Hawks,NBA,"$1,500,000",wilkido01
1989-90,Atlanta Hawks,NBA,"$2,100,000",wilkido01
1990-91,Atlanta Hawks,NBA,"$2,065,000",wilkido01
1991-92,Atlanta Hawks,NBA,"$3,100,000",wilkido01
1992-93,Atlanta Hawks,NBA,"$3,500,000",wilkido01
1993-94,Atlanta Hawks,NBA,"$3,500,000",wilkido01
1994-95,Boston Celtics,NBA,"$2,820,000",wilkido01
1996-97,San Antonio Spurs,NBA,"$247,500",wilkido01
1998-99,Orlando Magic,NBA,"$1,000,000",wilkido01
1999-00,Orlando Magic,NBA,"$250,000",wilkido01
Career,(may be incomplete),,"$23,687,500",wilkido01
