Season,Team,Lg,Salary,player_id
2008-09,Oklahoma City Thunder,NBA,"$3,493,680",westbru01
2009-10,Oklahoma City Thunder,NBA,"$3,755,640",westbru01
2010-11,Oklahoma City Thunder,NBA,"$4,017,720",westbru01
2011-12,Oklahoma City Thunder,NBA,"$5,082,416",westbru01
2012-13,Oklahoma City Thunder,NBA,"$13,668,750",westbru01
2013-14,Oklahoma City Thunder,NBA,"$14,693,906",westbru01
2014-15,Oklahoma City Thunder,NBA,"$15,719,062",westbru01
2015-16,Oklahoma City Thunder,NBA,"$16,744,218",westbru01
2016-17,Oklahoma City Thunder,NBA,"$26,540,100",westbru01
2017-18,Oklahoma City Thunder,NBA,"$28,530,608",westbru01
2018-19,Oklahoma City Thunder,NBA,"$35,654,150",westbru01
2019-20,Houston Rockets,NBA,"$38,506,482",westbru01
2020-21,Washington Wizards,NBA,"$41,358,814",westbru01
2021-22,Los Angeles Lakers,NBA,"$44,211,146",westbru01
Career,(may be incomplete),,"$291,976,692",westbru01
