Season,Team,Lg,Salary,player_id
1985-86,Dallas Mavericks,NBA,"$290,000",schrede01
1987-88,Dallas Mavericks,NBA,"$390,000",schrede01
1988-89,Dallas Mavericks,NBA,"$440,000",schrede01
1990-91,Indiana Pacers,NBA,"$1,160,000",schrede01
1991-92,Indiana Pacers,NBA,"$1,278,000",schrede01
1992-93,Indiana Pacers,NBA,"$1,393,000",schrede01
1993-94,Seattle SuperSonics,NBA,"$1,308,000",schrede01
1994-95,Seattle SuperSonics,NBA,"$5,000,000",schrede01
1995-96,Seattle SuperSonics,NBA,"$5,000,000",schrede01
1996-97,Seattle SuperSonics,NBA,"$3,333,000",schrede01
1997-98,Seattle SuperSonics,NBA,"$3,333,333",schrede01
1998-99,Seattle SuperSonics,NBA,"$3,333,000",schrede01
1999-00,Portland Trail Blazers,NBA,"$2,000,000",schrede01
2000-01,Portland Trail Blazers,NBA,"$2,200,000",schrede01
Career,(may be incomplete),,"$30,458,333",schrede01
