Season,Team,Lg,Salary,player_id
1995-96,Golden State Warriors,NBA,"$230,000",declean01
1996-97,Golden State Warriors,NBA,"$276,000",declean01
1997-98,Boston Celtics,NBA,"$1,200,000",declean01
1998-99,Cleveland Cavaliers,NBA,"$1,440,000",declean01
1999-00,Cleveland Cavaliers,NBA,"$1,680,000",declean01
2000-01,Orlando Magic,NBA,"$1,920,000",declean01
2001-02,Orlando Magic,NBA,"$2,900,000",declean01
2002-03,Orlando Magic,NBA,"$3,262,500",declean01
2003-04,Orlando Magic,NBA,"$2,500,000",declean01
2004-05,Orlando Magic,NBA,"$2,500,000",declean01
Career,(may be incomplete),,"$17,908,500",declean01
