Season,Team,Lg,Salary,player_id
1995-96,Vancouver Grizzlies,NBA,"$425,000",martida01
1996-97,Los Angeles Clippers,NBA,"$375,000",martida01
1997-98,Los Angeles Clippers,NBA,"$431,250",martida01
1999-00,Sacramento Kings,NBA,"$572,500",martida01
2000-01,Sacramento Kings,NBA,"$673,500",martida01
2001-02,Dallas Mavericks,NBA,"$778,350",martida01
2005-06,Toronto Raptors,NBA,"$946,646",martida01
2006-07,Toronto Raptors,NBA,"$1,178,348",martida01
2007-08,Toronto Raptors,NBA,"$1,219,590",martida01
Career,(may be incomplete),,"$6,600,184",martida01
