Season,Team,Lg,Salary,player_id
2010-11,Milwaukee Bucks,NBA,"$98,637",templga01
2010-11,San Antonio Spurs,NBA,"$71,736",templga01
2012-13,Washington Wizards,NBA,"$572,943",templga01
2013-14,Washington Wizards,NBA,"$916,099",templga01
2014-15,Washington Wizards,NBA,"$981,084",templga01
2015-16,Washington Wizards,NBA,"$1,100,602",templga01
2016-17,Sacramento Kings,NBA,"$8,000,000",templga01
2017-18,Sacramento Kings,NBA,"$8,000,000",templga01
2018-19,Los Angeles Clippers,NBA,"$8,000,000",templga01
2019-20,Brooklyn Nets,NBA,"$4,767,000",templga01
2020-21,Chicago Bulls,NBA,"$4,767,000",templga01
2021-22,New Orleans Pelicans,NBA,"$4,910,000",templga01
Career,(may be incomplete),,"$42,185,101",templga01
