Season,Team,Lg,Salary,player_id
1993-94,Detroit Pistons,NBA,"$736,000",houstal01
1994-95,Detroit Pistons,NBA,"$956,000",houstal01
1995-96,Detroit Pistons,NBA,"$1,177,000",houstal01
1996-97,New York Knicks,NBA,"$5,000,000",houstal01
1997-98,New York Knicks,NBA,"$6,000,000",houstal01
1998-99,New York Knicks,NBA,"$7,000,000",houstal01
1999-00,New York Knicks,NBA,"$8,000,000",houstal01
2000-01,New York Knicks,NBA,"$9,000,000",houstal01
2001-02,New York Knicks,NBA,"$12,750,000",houstal01
2002-03,New York Knicks,NBA,"$14,343,750",houstal01
2003-04,New York Knicks,NBA,"$15,937,500",houstal01
2004-05,New York Knicks,NBA,"$17,531,250",houstal01
2005-06,New York Knicks,NBA,"$19,125,000",houstal01
Career,(may be incomplete),,"$117,556,500",houstal01
