Season,Team,Lg,Salary,player_id
2018-19,Miami Heat,NBA,"$4,737",nunnke01
2019-20,Miami Heat,NBA,"$1,416,852",nunnke01
2020-21,Miami Heat,NBA,"$1,663,861",nunnke01
2021-22,Los Angeles Lakers,NBA,"$5,000,000",nunnke01
Career,(may be incomplete),,"$8,085,450",nunnke01
