Season,Team,Lg,Salary,player_id
1991-92,New York Knicks,NBA,"$865,000",anthogr01
1992-93,New York Knicks,NBA,"$1,067,000",anthogr01
1993-94,New York Knicks,NBA,"$1,269,000",anthogr01
1994-95,New York Knicks,NBA,"$1,471,000",anthogr01
1995-96,Vancouver Grizzlies,NBA,"$1,673,000",anthogr01
1996-97,Vancouver Grizzlies,NBA,"$1,875,000",anthogr01
1997-98,Seattle SuperSonics,NBA,"$272,250",anthogr01
1998-99,Portland Trail Blazers,NBA,"$1,000,000",anthogr01
1999-00,Portland Trail Blazers,NBA,"$1,100,000",anthogr01
2000-01,Portland Trail Blazers,NBA,"$3,500,000",anthogr01
2001-02,Chicago Bulls,NBA,"$3,000,000",anthogr01
2002-03,Chicago Bulls,NBA,"$1,500,000",anthogr01
Career,(may be incomplete),,"$18,592,250",anthogr01
