Season,Team,Lg,Salary,player_id
1991-92,Milwaukee Bucks,NBA,"$130,000",phillbo01
1992-93,Cleveland Cavaliers,NBA,"$250,000",phillbo01
1993-94,Cleveland Cavaliers,NBA,"$313,000",phillbo01
1994-95,Cleveland Cavaliers,NBA,"$1,458,000",phillbo01
1995-96,Cleveland Cavaliers,NBA,"$1,658,000",phillbo01
1996-97,Cleveland Cavaliers,NBA,"$1,808,000",phillbo01
1997-98,Charlotte Hornets,NBA,"$2,900,000",phillbo01
1998-99,Charlotte Hornets,NBA,"$3,480,000",phillbo01
1999-00,Charlotte Hornets,NBA,"$4,060,000",phillbo01
2000-01,Charlotte Hornets,NBA,"$4,640,000",phillbo01
2001-02,Charlotte Hornets,NBA,"$5,220,000",phillbo01
Career,(may be incomplete),,"$25,917,000",phillbo01
