Season,Team,Lg,Salary,player_id
2019-20,Los Angeles Clippers,NBA,"$1,000,000",mannte01
2020-21,Los Angeles Clippers,NBA,"$1,517,984",mannte01
2021-22,Los Angeles Clippers,NBA,"$1,782,621",mannte01
Career,(may be incomplete),,"$4,300,605",mannte01
