Season,Team,Lg,Salary,player_id
1991-92,Sacramento Kings,NBA,"$475,000",chilcpe01
1992-93,Sacramento Kings,NBA,"$630,000",chilcpe01
1993-94,Sacramento Kings,NBA,"$760,000",chilcpe01
1994-95,Houston Rockets,NBA,"$126,300",chilcpe01
1995-96,Houston Rockets,NBA,"$700,000",chilcpe01
1996-97,Vancouver Grizzlies,NBA,"$700,000",chilcpe01
1997-98,Vancouver Grizzlies,NBA,"$700,000",chilcpe01
1998-99,Vancouver Grizzlies,NBA,"$700,000",chilcpe01
1999-00,Utah Jazz,NBA,"$510,000",chilcpe01
Career,(may be incomplete),,"$5,301,300",chilcpe01
