Season,Team,Lg,Salary,player_id
1993-94,Dallas Mavericks,NBA,"$350,000",harrilu01
1994-95,Dallas Mavericks,NBA,"$455,000",harrilu01
1995-96,Dallas Mavericks,NBA,"$725,000",harrilu01
1996-97,Philadelphia 76ers,NBA,"$1,200,000",harrilu01
1997-98,New Jersey Nets,NBA,"$1,440,000",harrilu01
1998-99,New Jersey Nets,NBA,"$1,680,000",harrilu01
1999-00,New Jersey Nets,NBA,"$1,920,000",harrilu01
2000-01,New Jersey Nets,NBA,"$2,160,000",harrilu01
2001-02,New Jersey Nets,NBA,"$2,400,000",harrilu01
2002-03,New Jersey Nets,NBA,"$2,640,000",harrilu01
2003-04,New Jersey Nets,NBA,"$2,500,000",harrilu01
2004-05,Cleveland Cavaliers,NBA,"$2,500,000",harrilu01
Career,(may be incomplete),,"$19,970,000",harrilu01
