Season,Team,Lg,Salary,player_id
2017-18,Los Angeles Lakers,NBA,"$1,423,560",kuzmaky01
2018-19,Los Angeles Lakers,NBA,"$1,689,840",kuzmaky01
2019-20,Los Angeles Lakers,NBA,"$1,974,600",kuzmaky01
2020-21,Los Angeles Lakers,NBA,"$3,562,178",kuzmaky01
2021-22,Washington Wizards,NBA,"$13,000,000",kuzmaky01
Career,(may be incomplete),,"$21,650,178",kuzmaky01
