Season,Team,Lg,Salary,player_id
1999-00,Orlando Magic,NBA,"$1,259,400",maggeco01
2000-01,Los Angeles Clippers,NBA,"$1,353,960",maggeco01
2001-02,Los Angeles Clippers,NBA,"$1,448,400",maggeco01
2002-03,Los Angeles Clippers,NBA,"$2,069,764",maggeco01
2003-04,Los Angeles Clippers,NBA,"$7,000,000",maggeco01
2004-05,Los Angeles Clippers,NBA,"$7,000,000",maggeco01
2005-06,Los Angeles Clippers,NBA,"$7,000,000",maggeco01
2006-07,Los Angeles Clippers,NBA,"$7,000,000",maggeco01
2007-08,Los Angeles Clippers,NBA,"$7,000,000",maggeco01
2008-09,Golden State Warriors,NBA,"$8,275,862",maggeco01
2009-10,Golden State Warriors,NBA,"$8,937,931",maggeco01
2010-11,Milwaukee Bucks,NBA,"$9,600,000",maggeco01
2011-12,Charlotte Bobcats,NBA,"$10,262,069",maggeco01
2012-13,Detroit Pistons,NBA,"$10,924,138",maggeco01
Career,(may be incomplete),,"$89,131,524",maggeco01
