Season,Team,Lg,Salary,player_id
2007-08,Golden State Warriors,NBA,"$2,323,080",wrighbr03
2008-09,Golden State Warriors,NBA,"$2,497,320",wrighbr03
2009-10,Golden State Warriors,NBA,"$2,671,440",wrighbr03
2010-11,New Jersey Nets,NBA,"$3,398,072",wrighbr03
2013-14,Dallas Mavericks,NBA,"$5,000,000",wrighbr03
2014-15,Phoenix Suns,NBA,"$5,000,000",wrighbr03
2015-16,Memphis Grizzlies,NBA,"$5,500,000",wrighbr03
2016-17,Memphis Grizzlies,NBA,"$5,700,000",wrighbr03
2017-18,Memphis Grizzlies,NBA,"$5,179,760",wrighbr03
2017-18,Houston Rockets,NBA,"$490,461",wrighbr03
Career,(may be incomplete),,"$37,760,133",wrighbr03
