Season,Team,Lg,Salary,player_id
1999-00,Chicago Bulls,NBA,"$401,875",ruffimi01
2000-01,Chicago Bulls,NBA,"$440,000",ruffimi01
2001-02,Chicago Bulls,NBA,"$540,850",ruffimi01
2001-02,Philadelphia 76ers,NBA,"$468,297",ruffimi01
2003-04,Utah Jazz,NBA,"$663,679",ruffimi01
2004-05,Washington Wizards,NBA,"$745,046",ruffimi01
2005-06,Washington Wizards,NBA,"$1,670,000",ruffimi01
2006-07,Washington Wizards,NBA,"$1,803,600",ruffimi01
2007-08,Milwaukee Bucks,NBA,"$1,033,930",ruffimi01
2008-09,Portland Trail Blazers,NBA,"$1,141,838",ruffimi01
Career,(may be incomplete),,"$8,909,115",ruffimi01
