Season,Team,Lg,Salary,player_id
2011-12,Philadelphia 76ers,NBA,"$1,645,400",vucevni01
2012-13,Orlando Magic,NBA,"$1,768,800",vucevni01
2013-14,Orlando Magic,NBA,"$1,793,520",vucevni01
2014-15,Orlando Magic,NBA,"$2,751,260",vucevni01
2015-16,Orlando Magic,NBA,"$11,250,000",vucevni01
2016-17,Orlando Magic,NBA,"$11,750,000",vucevni01
2017-18,Orlando Magic,NBA,"$12,250,000",vucevni01
2018-19,Orlando Magic,NBA,"$12,750,000",vucevni01
2019-20,Orlando Magic,NBA,"$28,000,000",vucevni01
2020-21,Chicago Bulls,NBA,"$26,000,000",vucevni01
2021-22,Chicago Bulls,NBA,"$24,000,000",vucevni01
Career,(may be incomplete),,"$133,958,980",vucevni01
