Season,Team,Lg,Salary,player_id
2011-12,New York Knicks,NBA,"$1,563,120",shumpim01
2012-13,New York Knicks,NBA,"$1,680,360",shumpim01
2013-14,New York Knicks,NBA,"$1,703,760",shumpim01
2014-15,Cleveland Cavaliers,NBA,"$2,616,975",shumpim01
2015-16,Cleveland Cavaliers,NBA,"$9,000,000",shumpim01
2016-17,Cleveland Cavaliers,NBA,"$9,700,000",shumpim01
2017-18,Sacramento Kings,NBA,"$10,337,079",shumpim01
2018-19,Houston Rockets,NBA,"$11,011,234",shumpim01
2019-20,Brooklyn Nets,NBA,"$419,443",shumpim01
2020-21,Brooklyn Nets,NBA,"$558,153",shumpim01
Career,(may be incomplete),,"$48,590,124",shumpim01
