Season,Team,Lg,Salary,player_id
1997-98,New Jersey Nets,NBA,"$2,655,360",vanhoke01
1998-99,New Jersey Nets,NBA,"$3,054,000",vanhoke01
1999-00,New Jersey Nets,NBA,"$3,451,920",vanhoke01
2000-01,New Jersey Nets,NBA,"$9,000,000",vanhoke01
2001-02,New Jersey Nets,NBA,"$10,865,250",vanhoke01
2002-03,Philadelphia 76ers,NBA,"$12,072,500",vanhoke01
2003-04,New York Knicks,NBA,"$13,279,750",vanhoke01
2004-05,Milwaukee Bucks,NBA,"$14,487,000",vanhoke01
2005-06,Dallas Mavericks,NBA,"$15,694,250",vanhoke01
2007-08,New Jersey Nets,NBA,"$4,300,000",vanhoke01
Career,(may be incomplete),,"$88,860,030",vanhoke01
