Season,Team,Lg,Salary,player_id
1994-95,Boston Celtics,NBA,"$800,000",montrer01
1995-96,Boston Celtics,NBA,"$1,040,000",montrer01
1996-97,Dallas Mavericks,NBA,"$1,280,000",montrer01
1997-98,Philadelphia 76ers,NBA,"$1,520,000",montrer01
1998-99,Detroit Pistons,NBA,"$1,760,000",montrer01
1999-00,Detroit Pistons,NBA,"$2,000,000",montrer01
2000-01,Detroit Pistons,NBA,"$2,240,000",montrer01
2001-02,Toronto Raptors,NBA,"$2,480,000",montrer01
2002-03,Toronto Raptors,NBA,"$2,720,000",montrer01
2003-04,Toronto Raptors,NBA,"$2,960,000",montrer01
Career,(may be incomplete),,"$18,800,000",montrer01
