Season,Team,Lg,Salary,player_id
2020-21,Charlotte Hornets,NBA,"$7,839,960",ballla01
2021-22,Charlotte Hornets,NBA,"$8,231,760",ballla01
Career,(may be incomplete),,"$16,071,720",ballla01
