Season,Team,Lg,Salary,player_id
2008-09,Los Angeles Clippers,NBA,"$550,000",jordade01
2009-10,Los Angeles Clippers,NBA,"$736,420",jordade01
2010-11,Los Angeles Clippers,NBA,"$854,389",jordade01
2011-12,Los Angeles Clippers,NBA,"$10,079,404",jordade01
2012-13,Los Angeles Clippers,NBA,"$10,532,977",jordade01
2013-14,Los Angeles Clippers,NBA,"$10,986,550",jordade01
2014-15,Los Angeles Clippers,NBA,"$11,440,124",jordade01
2015-16,Los Angeles Clippers,NBA,"$19,500,000",jordade01
2016-17,Los Angeles Clippers,NBA,"$21,165,675",jordade01
2017-18,Los Angeles Clippers,NBA,"$22,642,350",jordade01
2018-19,New York Knicks,NBA,"$22,897,200",jordade01
2019-20,Brooklyn Nets,NBA,"$9,881,598",jordade01
2020-21,Brooklyn Nets,NBA,"$10,375,678",jordade01
2021-22,Detroit Pistons,NBA,"$7,875,533",jordade01
2021-22,Los Angeles Lakers,NBA,"$2,641,691",jordade01
2021-22,Philadelphia 76ers,NBA,"$592,103",jordade01
Career,(may be incomplete),,"$162,751,692",jordade01
