Season,Team,Lg,Salary,player_id
1993-94,Dallas Mavericks,NBA,"$275,000",jonespo01
1994-95,Dallas Mavericks,NBA,"$769,000",jonespo01
1995-96,Dallas Mavericks,NBA,"$1,425,000",jonespo01
1996-97,Toronto Raptors,NBA,"$1,581,000",jonespo01
1997-98,Toronto Raptors,NBA,"$1,886,538",jonespo01
1998-99,Boston Celtics,NBA,"$2,381,000",jonespo01
1999-00,Denver Nuggets,NBA,"$2,531,250",jonespo01
2000-01,Washington Wizards,NBA,"$2,812,500",jonespo01
2001-02,Washington Wizards,NBA,"$1,500,000",jonespo01
2002-03,Dallas Mavericks,NBA,"$1,030,000",jonespo01
2003-04,Golden State Warriors,NBA,"$1,070,000",jonespo01
Career,(may be incomplete),,"$17,261,288",jonespo01
