Season,Team,Lg,Salary,player_id
1990-91,New Jersey Nets,NBA,"$2,100,000",colemde01
1991-92,New Jersey Nets,NBA,"$2,300,000",colemde01
1992-93,New Jersey Nets,NBA,"$2,870,000",colemde01
1993-94,New Jersey Nets,NBA,"$3,440,000",colemde01
1994-95,New Jersey Nets,NBA,"$4,212,000",colemde01
1995-96,Philadelphia 76ers,NBA,"$5,476,000",colemde01
1996-97,Philadelphia 76ers,NBA,"$6,739,000",colemde01
1997-98,Philadelphia 76ers,NBA,"$8,002,800",colemde01
1998-99,Charlotte Hornets,NBA,"$6,667,000",colemde01
1998-99,Philadelphia 76ers,NBA,"$5,600,000",colemde01
1999-00,Charlotte Hornets,NBA,"$7,370,000",colemde01
2000-01,Charlotte Hornets,NBA,"$8,000,000",colemde01
2001-02,Philadelphia 76ers,NBA,"$8,710,000",colemde01
2002-03,Philadelphia 76ers,NBA,"$9,380,000",colemde01
2003-04,Philadelphia 76ers,NBA,"$4,000,000",colemde01
2004-05,Detroit Pistons,NBA,"$4,500,000",colemde01
2005-06,Detroit Pistons,NBA,"$2,000,000",colemde01
Career,(may be incomplete),,"$91,366,800",colemde01
