Season,Team,Lg,Salary,player_id
1998-99,Charlotte Hornets,NBA,"$680,000",davisri01
1999-00,Charlotte Hornets,NBA,"$878,160",davisri01
2000-01,Miami Heat,NBA,"$939,360",davisri01
2001-02,Cleveland Cavaliers,NBA,"$1,496,400",davisri01
2002-03,Cleveland Cavaliers,NBA,"$4,546,000",davisri01
2003-04,Boston Celtics,NBA,"$5,000,600",davisri01
2004-05,Boston Celtics,NBA,"$5,455,200",davisri01
2005-06,Boston Celtics,NBA,"$5,909,800",davisri01
2006-07,Minnesota Timberwolves,NBA,"$6,364,400",davisri01
2007-08,Miami Heat,NBA,"$6,819,000",davisri01
2008-09,Los Angeles Clippers,NBA,"$2,300,000",davisri01
2009-10,Los Angeles Clippers,NBA,"$2,484,000",davisri01
Career,(may be incomplete),,"$42,872,920",davisri01
