Season,Team,Lg,Salary,player_id
2019-20,New Orleans Pelicans,NBA,"$9,757,440",willizi01
2020-21,New Orleans Pelicans,NBA,"$10,245,480",willizi01
2021-22,New Orleans Pelicans,NBA,"$10,733,400",willizi01
Career,(may be incomplete),,"$30,736,320",willizi01
