Season,Team,Lg,Salary,player_id
1994-95,Phoenix Suns,NBA,"$650,000",persowe01
1995-96,Phoenix Suns,NBA,"$845,000",persowe01
1996-97,Phoenix Suns,NBA,"$1,040,000",persowe01
1997-98,Cleveland Cavaliers,NBA,"$3,500,000",persowe01
1998-99,Cleveland Cavaliers,NBA,"$4,200,000",persowe01
1999-00,Cleveland Cavaliers,NBA,"$4,900,000",persowe01
2000-01,Cleveland Cavaliers,NBA,"$5,600,000",persowe01
2001-02,Cleveland Cavaliers,NBA,"$6,300,000",persowe01
2002-03,Memphis Grizzlies,NBA,"$7,000,000",persowe01
2003-04,Portland Trail Blazers,NBA,"$7,700,000",persowe01
2004-05,Miami Heat,NBA,"$1,600,000",persowe01
2005-06,Miami Heat,NBA,"$1,760,000",persowe01
Career,(may be incomplete),,"$45,095,000",persowe01
