Season,Team,Lg,Salary,player_id
1984-85,Seattle SuperSonics,NBA,"$277,000",soberri01
1985-86,Seattle SuperSonics,NBA,"$425,000",soberri01
Career,(may be incomplete),,"$702,000",soberri01
