Season,Team,Lg,Salary,player_id
2000-01,Boston Celtics,NBA,"$316,969",blounma01
2001-02,Boston Celtics,NBA,"$540,850",blounma01
2002-03,Denver Nuggets,NBA,"$762,435",blounma01
2003-04,Boston Celtics,NBA,"$944,922",blounma01
2004-05,Boston Celtics,NBA,"$4,903,000",blounma01
2005-06,Boston Celtics,NBA,"$5,515,875",blounma01
2006-07,Minnesota Timberwolves,NBA,"$7,288,165",blounma01
2007-08,Miami Heat,NBA,"$7,901,040",blounma01
2008-09,Miami Heat,NBA,"$8,513,916",blounma01
2009-10,Minnesota Timberwolves,NBA,"$7,962,500",blounma01
Career,(may be incomplete),,"$44,649,672",blounma01
