Season,Team,Lg,Salary,player_id
2013-14,Charlotte Bobcats,NBA,"$3,857,040",zelleco01
2014-15,Charlotte Hornets,NBA,"$4,030,560",zelleco01
2015-16,Charlotte Hornets,NBA,"$4,204,200",zelleco01
2016-17,Charlotte Hornets,NBA,"$5,318,313",zelleco01
2017-18,Charlotte Hornets,NBA,"$12,584,270",zelleco01
2018-19,Charlotte Hornets,NBA,"$13,528,090",zelleco01
2019-20,Charlotte Hornets,NBA,"$14,471,910",zelleco01
2020-21,Charlotte Hornets,NBA,"$15,415,730",zelleco01
2021-22,Portland Trail Blazers,NBA,"$2,389,641",zelleco01
Career,(may be incomplete),,"$75,799,754",zelleco01
