Season,Team,Lg,Salary,player_id
1991-92,New York Knicks,NBA,"$210,000",masonan01
1992-93,New York Knicks,NBA,"$273,000",masonan01
1993-94,New York Knicks,NBA,"$1,100,000",masonan01
1994-95,New York Knicks,NBA,"$1,200,000",masonan01
1995-96,New York Knicks,NBA,"$3,472,000",masonan01
1996-97,Charlotte Hornets,NBA,"$2,777,000",masonan01
1997-98,Charlotte Hornets,NBA,"$3,471,500",masonan01
1998-99,Charlotte Hornets,NBA,"$4,165,000",masonan01
1999-00,Charlotte Hornets,NBA,"$4,860,100",masonan01
2000-01,Miami Heat,NBA,"$5,550,000",masonan01
2001-02,Milwaukee Bucks,NBA,"$4,538,000",masonan01
2002-03,Milwaukee Bucks,NBA,"$4,370,819",masonan01
2003-04,Milwaukee Bucks,NBA,"$4,348,094",masonan01
2004-05,Milwaukee Bucks,NBA,"$4,710,435",masonan01
Career,(may be incomplete),,"$45,045,948",masonan01
