Season,Team,Lg,Salary,player_id
2017-18,Orlando Magic,NBA,"$4,186,320",isaacjo01
2018-19,Orlando Magic,NBA,"$4,969,080",isaacjo01
2019-20,Orlando Magic,NBA,"$5,806,440",isaacjo01
2020-21,Orlando Magic,NBA,"$7,362,566",isaacjo01
2021-22,Orlando Magic,NBA,"$17,400,000",isaacjo01
Career,(may be incomplete),,"$39,724,406",isaacjo01
