Season,Team,Lg,Salary,player_id
2003-04,Memphis Grizzlies,NBA,"$1,063,680",jonesda02
2004-05,Memphis Grizzlies,NBA,"$1,143,360",jonesda02
2005-06,Memphis Grizzlies,NBA,"$1,223,160",jonesda02
2006-07,Memphis Grizzlies,NBA,"$1,886,113",jonesda02
2007-08,Sacramento Kings,NBA,"$753,767",jonesda02
2008-09,Denver Nuggets,NBA,"$926,678",jonesda02
2009-10,Indiana Pacers,NBA,"$2,500,000",jonesda02
2010-11,Indiana Pacers,NBA,"$2,500,000",jonesda02
2011-12,Indiana Pacers,NBA,"$2,700,000",jonesda02
2012-13,Atlanta Hawks,NBA,"$2,900,000",jonesda02
2014-15,Los Angeles Clippers,NBA,"$387,632",jonesda02
2015-16,Cleveland Cavaliers,NBA,"$8,819",jonesda02
2016-17,Cleveland Cavaliers,NBA,"$24,022",jonesda02
Career,(may be incomplete),,"$18,017,231",jonesda02
