Season,Team,Lg,Salary,player_id
2012-13,Golden State Warriors,NBA,"$2,798,040",barneha02
2013-14,Golden State Warriors,NBA,"$2,923,920",barneha02
2014-15,Golden State Warriors,NBA,"$3,049,920",barneha02
2015-16,Golden State Warriors,NBA,"$3,873,398",barneha02
2016-17,Dallas Mavericks,NBA,"$22,116,750",barneha02
2017-18,Dallas Mavericks,NBA,"$23,112,004",barneha02
2018-19,Sacramento Kings,NBA,"$24,107,258",barneha02
2019-20,Sacramento Kings,NBA,"$24,147,727",barneha02
2020-21,Sacramento Kings,NBA,"$22,215,909",barneha02
2021-22,Sacramento Kings,NBA,"$20,284,091",barneha02
Career,(may be incomplete),,"$148,629,017",barneha02
