Season,Team,Lg,Salary,player_id
2004-05,Philadelphia 76ers,NBA,"$1,914,480",iguodan01
2005-06,Philadelphia 76ers,NBA,"$2,058,000",iguodan01
2006-07,Philadelphia 76ers,NBA,"$2,201,640",iguodan01
2007-08,Philadelphia 76ers,NBA,"$2,804,889",iguodan01
2008-09,Philadelphia 76ers,NBA,"$11,300,000",iguodan01
2009-10,Philadelphia 76ers,NBA,"$12,200,000",iguodan01
2010-11,Philadelphia 76ers,NBA,"$12,345,250",iguodan01
2011-12,Philadelphia 76ers,NBA,"$13,531,750",iguodan01
2012-13,Denver Nuggets,NBA,"$14,968,250",iguodan01
2013-14,Golden State Warriors,NBA,"$12,868,632",iguodan01
2014-15,Golden State Warriors,NBA,"$12,289,544",iguodan01
2015-16,Golden State Warriors,NBA,"$11,710,456",iguodan01
2016-17,Golden State Warriors,NBA,"$11,131,368",iguodan01
2017-18,Golden State Warriors,NBA,"$14,814,815",iguodan01
2018-19,Golden State Warriors,NBA,"$16,000,000",iguodan01
2019-20,Miami Heat,NBA,"$17,185,185",iguodan01
2020-21,Miami Heat,NBA,"$15,000,000",iguodan01
2021-22,Golden State Warriors,NBA,"$2,641,691",iguodan01
Career,(may be incomplete),,"$186,965,950",iguodan01
